NDVI,NDWI,.geo
0.7118791751379611,-0.6546883773161145,"{""type"":""Point"",""coordinates"":[79.31762849423718,17.038397296298086]}"
0.7786388140161725,-0.6660880542843617,"{""type"":""Point"",""coordinates"":[79.2489066978912,16.98796525885226]}"
0.7574035297636853,-0.650976535056906,"{""type"":""Point"",""coordinates"":[79.32437925633441,17.127345840956956]}"
0.8148811045768346,-0.7194767441860465,"{""type"":""Point"",""coordinates"":[79.30605302605856,17.030303102495033]}"
0.2158776639010899,-0.3894775980665551,"{""type"":""Point"",""coordinates"":[79.24916038201246,16.97865664817644]}"
0.4535606181296798,-0.5422582826233941,"{""type"":""Point"",""coordinates"":[79.29633083100677,17.036475069463176]}"
0.2900389398316794,-0.4448508722566123,"{""type"":""Point"",""coordinates"":[79.23692004153246,17.085592759675347]}"
0.8366225331001749,-0.7193638914873713,"{""type"":""Point"",""coordinates"":[79.33856509728645,17.08669502898269]}"
0.8231184921576381,-0.7076543209876544,"{""type"":""Point"",""coordinates"":[79.33176655061466,17.00963945848667]}"
0.5813736178165395,-0.5633564280215551,"{""type"":""Point"",""coordinates"":[79.32611493197041,17.05300103304955]}"
0.4878386395095906,-0.5011971268954509,"{""type"":""Point"",""coordinates"":[79.34552674481456,17.017731520483448]}"
0.5910061192543048,-0.5790960451977402,"{""type"":""Point"",""coordinates"":[79.22662685986238,17.04915548462368]}"
0.4271805273833671,-0.4764969222160045,"{""type"":""Point"",""coordinates"":[79.31133459311218,17.032115592231058]}"
0.773968253968254,-0.6798436795430632,"{""type"":""Point"",""coordinates"":[79.26935712721979,17.136659373055462]}"
0.7750511247443763,-0.6687723152979951,"{""type"":""Point"",""coordinates"":[79.3157572471014,17.062363513137445]}"
-0.1840228245363766,0.4169215086646279,"{""type"":""Point"",""coordinates"":[79.30346381774504,17.091524723886607]}"
0.8076386952885419,-0.6956066945606695,"{""type"":""Point"",""coordinates"":[79.34603016434077,17.05173184804441]}"
0.8158012200565392,-0.7188732394366197,"{""type"":""Point"",""coordinates"":[79.23451603248026,17.0933443497347]}"
0.4565560821484992,-0.5252274607113316,"{""type"":""Point"",""coordinates"":[79.20492595814595,17.090264215988856]}"
0.1787462130039618,-0.3380952380952381,"{""type"":""Point"",""coordinates"":[79.23457655943922,17.13713491714763]}"
0.228,-0.3423699169217315,"{""type"":""Point"",""coordinates"":[79.30823423634834,17.033454168304157]}"
0.2084677939847683,-0.3187772925764192,"{""type"":""Point"",""coordinates"":[79.2294348514889,17.112808633463533]}"
0.5435915248350122,-0.5406482925983706,"{""type"":""Point"",""coordinates"":[79.22998227002758,17.055093859194024]}"
0.2629535002554931,-0.365977672156516,"{""type"":""Point"",""coordinates"":[79.28792855078363,17.011170468568004]}"
0.2984114480766706,-0.3631977946243969,"{""type"":""Point"",""coordinates"":[79.27331567236378,17.070602490580864]}"
0.6848281642917016,-0.6600594648166501,"{""type"":""Point"",""coordinates"":[79.28530663786711,17.050664135785095]}"
0.8487267198783732,-0.7396280400572246,"{""type"":""Point"",""coordinates"":[79.18104920095446,17.02996296050972]}"
0.8348646034816247,-0.7208616780045352,"{""type"":""Point"",""coordinates"":[79.2884286736598,17.125967031832527]}"
0.7915861453842723,-0.6801895998884706,"{""type"":""Point"",""coordinates"":[79.35242549182964,17.032795191437813]}"
0.8055591467356173,-0.7210104744300678,"{""type"":""Point"",""coordinates"":[79.18915657206207,17.019361238877202]}"
0.7942273166689684,-0.6690647482014388,"{""type"":""Point"",""coordinates"":[79.18430373949164,17.022682864043162]}"
0.8340574632095304,-0.7105882352941176,"{""type"":""Point"",""coordinates"":[79.22884542659584,17.06526924846442]}"
-0.5417256011315418,0.6881616939364774,"{""type"":""Point"",""coordinates"":[79.28702848882443,17.01774619700281]}"
